"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7088","should navigate through footer links from about-us @regression @navigation","chromium","2026-04-24","passed","2026-04-24","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","10438","should navigate through header links from contact-us @regression @navigation @critical","chromium","2026-04-24","passed","2026-04-24","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","4306","should load solutions page with correct title and heading @smoke @regression @critical","chromium","2026-04-24","passed","2026-04-24","","regression/pages/solutions.page.spec.ts","",""
"","3190","route contract should hold for /management-platform @regression @navigation","chromium","2026-04-24","passed","2026-04-24","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","4641","should satisfy baseline accessibility checks on hospitals-clinical-sites @regression @content","chromium","2026-04-24","passed","2026-04-24","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","3167","should load contact us page with correct title and heading @smoke @regression @critical","chromium","2026-04-24","passed","2026-04-24","","regression/pages/contact-us.page.spec.ts","",""
"","3292","should load every image on about-us after scroll @regression @content @critical","chromium","2026-04-24","passed","2026-04-24","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","3232","should expose canonical and social metadata on about-us @regression","chromium","2026-04-24","failed","2026-04-24","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3923","route contract should hold for /transparency-data-visibility-platforms @regression @navigation","chromium","2026-04-24","passed","2026-04-24","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3315","route contract should hold for /radiation-monitoring-and-dosimetry @regression @navigation","chromium","2026-04-24","passed","2026-04-24","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","4761","should satisfy baseline accessibility checks on isotope-producers-radiopharmacies @regression @content","chromium","2026-04-24","passed","2026-04-24","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","3730","should load home page with correct title and heading @smoke @regression @critical","chromium","2026-04-24","passed","2026-04-24","","regression/pages/home.page.spec.ts","",""
