"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3089","route contract should hold for /radiation-shielding-safety-systems @regression @navigation","chromium","2026-05-17","passed","2026-05-17","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3327","should load every image on drug-owners-developers after scroll @regression @content @critical","chromium","2026-05-17","passed","2026-05-17","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","3000","should load every image on home after scroll @regression @content @critical","chromium","2026-05-17","passed","2026-05-17","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","2962","route contract should hold for /drug-owners-developers @regression @navigation","chromium","2026-05-17","passed","2026-05-17","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3028","should expose canonical and social metadata on drug-owners-developers @regression","chromium","2026-05-17","failed","2026-05-17","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","6163","should navigate through footer links from home @regression @navigation","chromium","2026-05-17","passed","2026-05-17","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","3771","should load home page with correct title and heading @smoke @regression @critical","chromium","2026-05-17","passed","2026-05-17","","regression/pages/home.page.spec.ts","",""
"","1336","should keep identity fields isolated while users fill contact data @regression @forms","chromium","2026-05-17","passed","2026-05-17","Contact form live integration","regression/forms/contact-form-live-integration.spec.ts","",""
"","1226","staging root is reachable","chromium","2026-05-17","passed","2026-05-17","Smoke checks @allure.label.epic:Platform @allure.label.feature:Smoke","smoke/home.smoke.spec.ts","",""
"","6806","should navigate through footer links from isotope-producers-radiopharmacies @regression @navigation","chromium","2026-05-17","passed","2026-05-17","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","9301","should navigate through header links from hospitals-clinical-sites @regression @navigation @critical","chromium","2026-05-17","passed","2026-05-17","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","7397","should navigate through footer links from drug-owners-developers @regression @navigation","chromium","2026-05-17","passed","2026-05-17","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","3097","should expose canonical and social metadata on isotope-producers-radiopharmacies @regression","chromium","2026-05-17","failed","2026-05-17","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3825","should load about us page with correct title and heading @smoke @regression @critical","chromium","2026-05-17","passed","2026-05-17","","regression/pages/about-us.page.spec.ts","",""
"","5519","should satisfy baseline accessibility checks on drug-owners-developers @regression @content","chromium","2026-05-17","passed","2026-05-17","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","3935","should satisfy baseline accessibility checks on isotope-producers-radiopharmacies @regression @content","chromium","2026-05-17","passed","2026-05-17","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","3497","route contract should hold for /health-physics-radiation-protection @regression @navigation","chromium","2026-05-17","passed","2026-05-17","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","2912","should expose canonical and social metadata on hospitals-clinical-sites @regression","chromium","2026-05-17","failed","2026-05-17","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3455","should return to home when clicking site logo @regression @navigation","chromium","2026-05-17","passed","2026-05-17","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","9110","should navigate through header links from isotope-producers-radiopharmacies @regression @navigation @critical","chromium","2026-05-17","passed","2026-05-17","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3576","should expose canonical and social metadata on contact-us @regression","chromium","2026-05-17","failed","2026-05-17","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3288","should load every image on solutions after scroll @regression @content @critical","chromium","2026-05-17","passed","2026-05-17","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","11354","should navigate through header links from contact-us @regression @navigation @critical","chromium","2026-05-17","passed","2026-05-17","Header navigation","regression/navigation/header-navigation.spec.ts","",""
