"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3827","solutions hub should route to drug-owners-developers persona page @regression @critical @navigation","chromium","2026-07-14","passed","2026-07-14","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
"","8374","should navigate through header links from home @regression @navigation @critical","chromium","2026-07-14","passed","2026-07-14","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3159","should expose canonical and social metadata on drug-owners-developers @regression","chromium","2026-07-14","failed","2026-07-14","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","9259","should navigate through header links from isotope-producers-radiopharmacies @regression @navigation @critical","chromium","2026-07-14","passed","2026-07-14","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3107","should expose canonical and social metadata on about-us @regression","chromium","2026-07-14","failed","2026-07-14","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3322","route contract should hold for /health-physics-radiation-protection @regression @navigation","chromium","2026-07-14","passed","2026-07-14","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3082","route contract should hold for / @regression @navigation","chromium","2026-07-14","passed","2026-07-14","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3846","should load drug owners developers page with correct title and heading @smoke @regression @critical","chromium","2026-07-14","passed","2026-07-14","","regression/pages/drug-owners-developers.page.spec.ts","",""
"","919","should expose a stable required-field contract on the primary contact form @regression @forms @critical","chromium","2026-07-14","passed","2026-07-14","Contact form live integration","regression/forms/contact-form-live-integration.spec.ts","",""
"","3334","should load every image on about-us after scroll @regression @content @critical","chromium","2026-07-14","passed","2026-07-14","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","3598","route contract should hold for /shielding-shipping-waste-management @regression @navigation","chromium","2026-07-14","passed","2026-07-14","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3851","solutions hub should route to hospitals-clinical-sites persona page @regression @critical @navigation","chromium","2026-07-14","passed","2026-07-14","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
