"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3230","should expose canonical and social metadata on drug-owners-developers @regression","chromium","2026-05-25","failed","2026-05-25","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3265","should expose canonical and social metadata on isotope-producers-radiopharmacies @regression","chromium","2026-05-25","failed","2026-05-25","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","5396","should satisfy baseline accessibility checks on drug-owners-developers @regression @content","chromium","2026-05-25","passed","2026-05-25","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","3970","should load isotope producers radiopharmacies page with correct title and heading @smoke @regression @critical","chromium","2026-05-25","passed","2026-05-25","","regression/pages/isotope-producers-radiopharmacies.page.spec.ts","",""
"","4669","should satisfy baseline accessibility checks on solutions @regression @content","chromium","2026-05-25","passed","2026-05-25","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","12484","should resolve known anchor links without broken targets @regression","chromium","2026-05-25","passed","2026-05-25","Internal link integrity","regression/links/internal-link-integrity.spec.ts","",""
"","3427","should expose canonical and social metadata on about-us @regression","chromium","2026-05-25","failed","2026-05-25","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3717","should return to home when clicking site logo @regression @navigation","chromium","2026-05-25","passed","2026-05-25","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","6259","should satisfy baseline accessibility checks on home @regression @content","chromium","2026-05-25","passed","2026-05-25","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","24024","should resolve every discovered internal route without 4xx/5xx @regression @critical","chromium","2026-05-25","passed","2026-05-25","Internal link integrity","regression/links/internal-link-integrity.spec.ts","",""
"","3583","route contract should hold for /connected-ecosystem @regression @navigation","chromium","2026-05-25","passed","2026-05-25","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3428","route contract should hold for /management-platform @regression @navigation","chromium","2026-05-25","passed","2026-05-25","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3751","route contract should hold for /health-physics-radiation-protection @regression @navigation","chromium","2026-05-25","passed","2026-05-25","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","4025","route contract should hold for /manufacturing-compliance @regression @navigation","chromium","2026-05-25","passed","2026-05-25","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3522","route contract should hold for /precise-assays-and-calibration @regression @navigation","chromium","2026-05-25","passed","2026-05-25","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3478","route contract should hold for /drug-owners-developers @regression @navigation","chromium","2026-05-25","passed","2026-05-25","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3319","route contract should hold for /dose-preparation-delivery @regression @navigation","chromium","2026-05-25","passed","2026-05-25","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","4275","route contract should hold for /transparency-data-visibility-platforms @regression @navigation","chromium","2026-05-25","passed","2026-05-25","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3594","route contract should hold for /hospitals-clinical-sites @regression @navigation","chromium","2026-05-25","passed","2026-05-25","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","10313","should navigate through header links from about-us @regression @navigation @critical","chromium","2026-05-25","passed","2026-05-25","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3998","should load hospitals clinical sites page with correct title and heading @smoke @regression @critical","chromium","2026-05-25","passed","2026-05-25","","regression/pages/hospitals-clinical-sites.page.spec.ts","",""
"","3400","should load every image on home after scroll @regression @content @critical","chromium","2026-05-25","passed","2026-05-25","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","1167","staging root is reachable","chromium","2026-05-25","passed","2026-05-25","Smoke checks @allure.label.epic:Platform @allure.label.feature:Smoke","smoke/home.smoke.spec.ts","",""
"","4276","should satisfy baseline accessibility checks on isotope-producers-radiopharmacies @regression @content","chromium","2026-05-25","passed","2026-05-25","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
