"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2882","should expose canonical and social metadata on home @regression","chromium","2026-05-02","failed","2026-05-02","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","4366","should satisfy baseline accessibility checks on isotope-producers-radiopharmacies @regression @content","chromium","2026-05-02","passed","2026-05-02","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","3892","home CTA should route users to solutions hub @regression @critical @navigation","chromium","2026-05-02","passed","2026-05-02","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
"","3669","should satisfy baseline accessibility checks on contact-us @regression @content","chromium","2026-05-02","passed","2026-05-02","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","6973","should navigate through footer links from hospitals-clinical-sites @regression @navigation","chromium","2026-05-02","passed","2026-05-02","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","2774","should load every image on home after scroll @regression @content @critical","chromium","2026-05-02","passed","2026-05-02","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","3419","route contract should hold for /solutions @regression @navigation","chromium","2026-05-02","passed","2026-05-02","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","9346","should navigate through header links from hospitals-clinical-sites @regression @navigation @critical","chromium","2026-05-02","passed","2026-05-02","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3429","should submit contact form through mocked endpoint @regression @forms @critical","chromium","2026-05-02","passed","2026-05-02","Contact form","regression/forms/contact-form.spec.ts","",""
"","3557","route contract should hold for /health-physics-radiation-protection @regression @navigation","chromium","2026-05-02","passed","2026-05-02","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","9646","should navigate through header links from drug-owners-developers @regression @navigation @critical","chromium","2026-05-02","passed","2026-05-02","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3443","route contract should hold for /shielding-shipping-waste-management @regression @navigation","chromium","2026-05-02","passed","2026-05-02","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3370","route contract should hold for /connected-ecosystem @regression @navigation","chromium","2026-05-02","passed","2026-05-02","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3762","should load hospitals clinical sites page with correct title and heading @smoke @regression @critical","chromium","2026-05-02","passed","2026-05-02","","regression/pages/hospitals-clinical-sites.page.spec.ts","",""
"","6712","should navigate through footer links from drug-owners-developers @regression @navigation","chromium","2026-05-02","passed","2026-05-02","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","3165","route contract should hold for /safe-isotope-shipping-class-7-transport @regression @navigation","chromium","2026-05-02","passed","2026-05-02","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","7505","should navigate through footer links from solutions @regression @navigation","chromium","2026-05-02","passed","2026-05-02","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","3646","route contract should hold for /radiation-shielding-safety-systems @regression @navigation","chromium","2026-05-02","passed","2026-05-02","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3892","solutions hub should route to hospitals-clinical-sites persona page @regression @critical @navigation","chromium","2026-05-02","passed","2026-05-02","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
