"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3517","should return to home when clicking site logo @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3455","route contract should hold for /connected-ecosystem @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","2324","should submit contact form through mocked endpoint @regression @forms @critical","chromium","2026-05-22","passed","2026-05-22","Contact form","regression/forms/contact-form.spec.ts","",""
"","4642","should satisfy baseline accessibility checks on isotope-producers-radiopharmacies @regression @content","chromium","2026-05-22","passed","2026-05-22","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","4245","solutions hub should route to isotope-producers-radiopharmacies persona page @regression @critical @navigation","chromium","2026-05-22","passed","2026-05-22","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
"","11574","should navigate through header links from contact-us @regression @navigation @critical","chromium","2026-05-22","passed","2026-05-22","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","10292","should navigate through header links from about-us @regression @navigation @critical","chromium","2026-05-22","passed","2026-05-22","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","4048","route contract should hold for /about-us @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","10519","should navigate through header links from isotope-producers-radiopharmacies @regression @navigation @critical","chromium","2026-05-22","passed","2026-05-22","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3698","should not emit invalid captcha key errors when attempting consultation submission @regression @forms @critical","chromium","2026-05-22","passed","2026-05-22","Contact form live integration","regression/forms/contact-form-live-integration.spec.ts","",""
"","3404","should load every image on hospitals-clinical-sites after scroll @regression @content @critical","chromium","2026-05-22","passed","2026-05-22","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","4160","solutions hub should route to drug-owners-developers persona page @regression @critical @navigation","chromium","2026-05-22","passed","2026-05-22","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
"","3774","route contract should hold for /lab-equipment-accessories @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3512","should expose canonical and social metadata on hospitals-clinical-sites @regression","chromium","2026-05-22","failed","2026-05-22","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3591","should expose canonical and social metadata on solutions @regression","chromium","2026-05-22","failed","2026-05-22","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3037","should load every image on home after scroll @regression @content @critical","chromium","2026-05-22","passed","2026-05-22","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","3542","route contract should hold for /drug-owners-developers @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3752","should expose canonical and social metadata on isotope-producers-radiopharmacies @regression","chromium","2026-05-22","failed","2026-05-22","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","8398","should navigate through footer links from solutions @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","3339","route contract should hold for /spectroscopy-scientific-analysis @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11025","should navigate through header links from drug-owners-developers @regression @navigation @critical","chromium","2026-05-22","passed","2026-05-22","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","954","should expose a stable required-field contract on the primary contact form @regression @forms @critical","chromium","2026-05-22","passed","2026-05-22","Contact form live integration","regression/forms/contact-form-live-integration.spec.ts","",""
"","4649","should satisfy baseline accessibility checks on home @regression @content","chromium","2026-05-22","passed","2026-05-22","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","4153","should load hospitals clinical sites page with correct title and heading @smoke @regression @critical","chromium","2026-05-22","passed","2026-05-22","","regression/pages/hospitals-clinical-sites.page.spec.ts","",""
"","4954","should satisfy baseline accessibility checks on drug-owners-developers @regression @content","chromium","2026-05-22","passed","2026-05-22","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","4162","route contract should hold for /transparency-data-visibility-platforms @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3970","should load isotope producers radiopharmacies page with correct title and heading @smoke @regression @critical","chromium","2026-05-22","passed","2026-05-22","","regression/pages/isotope-producers-radiopharmacies.page.spec.ts","",""
"","4236","route contract should hold for /shielding-shipping-waste-management @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","2670","should resolve documented external links or mark bot-blocked statuses @regression @critical","chromium","2026-05-22","passed","2026-05-22","External link integrity","regression/links/external-link-integrity.spec.ts","",""
"","10710","should navigate through header links from solutions @regression @navigation @critical","chromium","2026-05-22","passed","2026-05-22","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3643","should load contact us page with correct title and heading @smoke @regression @critical","chromium","2026-05-22","passed","2026-05-22","","regression/pages/contact-us.page.spec.ts","",""
"","4032","should satisfy baseline accessibility checks on contact-us @regression @content","chromium","2026-05-22","failed","2026-05-22","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","3913","route contract should hold for /solutions @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","6740","should navigate through footer links from home @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","2994","should expose external links with secure new-tab attributes @regression @navigation","chromium","2026-05-22","passed","2026-05-22","External link integrity","regression/links/external-link-integrity.spec.ts","",""
"","3486","route contract should hold for /isotope-producers-radiopharmacies @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3635","should expose canonical and social metadata on about-us @regression","chromium","2026-05-22","failed","2026-05-22","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3299","should load every image on isotope-producers-radiopharmacies after scroll @regression @content @critical","chromium","2026-05-22","passed","2026-05-22","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","7538","should navigate through footer links from about-us @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","4637","home CTA should route users to solutions hub @regression @critical @navigation","chromium","2026-05-22","passed","2026-05-22","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
"","4506","route contract should hold for /manufacturing-compliance @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3227","should expose canonical and social metadata on home @regression","chromium","2026-05-22","failed","2026-05-22","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3325","should load every image on about-us after scroll @regression @content @critical","chromium","2026-05-22","passed","2026-05-22","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","1515","should keep identity fields isolated while users fill contact data @regression @forms","chromium","2026-05-22","passed","2026-05-22","Contact form live integration","regression/forms/contact-form-live-integration.spec.ts","",""
"","11088","should navigate through header links from hospitals-clinical-sites @regression @navigation @critical","chromium","2026-05-22","passed","2026-05-22","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","8969","desktop header solutions menu should expose all persona destinations @regression @critical @navigation","chromium","2026-05-22","passed","2026-05-22","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
"","1210","should enforce required-field validation on contact form @regression @forms @critical","chromium","2026-05-22","passed","2026-05-22","Contact form","regression/forms/contact-form.spec.ts","",""
"","3765","route contract should hold for /contact-us @regression @navigation","chromium","2026-05-22","passed","2026-05-22","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
