"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3190","should load every image on solutions after scroll @regression @content @critical","chromium","2026-04-29","passed","2026-04-29","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","3745","should load isotope producers radiopharmacies page with correct title and heading @smoke @regression @critical","chromium","2026-04-29","passed","2026-04-29","","regression/pages/isotope-producers-radiopharmacies.page.spec.ts","",""
"","2770","should load every image on contact-us after scroll @regression @content @critical","chromium","2026-04-29","passed","2026-04-29","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","3120","route contract should hold for /contact-us @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3436","route contract should hold for /health-physics-radiation-protection @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11106","should resolve known anchor links without broken targets @regression","chromium","2026-04-29","passed","2026-04-29","Internal link integrity","regression/links/internal-link-integrity.spec.ts","",""
"","3842","route contract should hold for /precise-assays-and-calibration @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","9059","desktop header solutions menu should expose all persona destinations @regression @critical @navigation","chromium","2026-04-29","passed","2026-04-29","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
"","4062","should load every image on about-us after scroll @regression @content @critical","chromium","2026-04-29","passed","2026-04-29","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","3753","should return to home when clicking site logo @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3203","route contract should hold for /connected-ecosystem @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3317","route contract should hold for /solutions @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","2125","should submit contact form through mocked endpoint @regression @forms @critical","chromium","2026-04-29","passed","2026-04-29","Contact form","regression/forms/contact-form.spec.ts","",""
"","2504","should resolve documented external links or mark bot-blocked statuses @regression @critical","chromium","2026-04-29","passed","2026-04-29","External link integrity","regression/links/external-link-integrity.spec.ts","",""
"","3676","should load hospitals clinical sites page with correct title and heading @smoke @regression @critical","chromium","2026-04-29","passed","2026-04-29","","regression/pages/hospitals-clinical-sites.page.spec.ts","",""
"","2690","should load every image on home after scroll @regression @content @critical","chromium","2026-04-29","passed","2026-04-29","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","1241","staging root is reachable","chromium","2026-04-29","passed","2026-04-29","Smoke checks @allure.label.epic:Platform @allure.label.feature:Smoke","smoke/home.smoke.spec.ts","",""
"","7046","should navigate through footer links from solutions @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","2959","should load every image on drug-owners-developers after scroll @regression @content @critical","chromium","2026-04-29","passed","2026-04-29","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","3291","should load every image on isotope-producers-radiopharmacies after scroll @regression @content @critical","chromium","2026-04-29","passed","2026-04-29","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","3052","should expose canonical and social metadata on isotope-producers-radiopharmacies @regression","chromium","2026-04-29","failed","2026-04-29","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","3723","should load drug owners developers page with correct title and heading @smoke @regression @critical","chromium","2026-04-29","passed","2026-04-29","","regression/pages/drug-owners-developers.page.spec.ts","",""
"","7634","should navigate through footer links from contact-us @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","3722","should load about us page with correct title and heading @smoke @regression @critical","chromium","2026-04-29","passed","2026-04-29","","regression/pages/about-us.page.spec.ts","",""
"","3697","solutions hub should route to hospitals-clinical-sites persona page @regression @critical @navigation","chromium","2026-04-29","passed","2026-04-29","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
"","3481","route contract should hold for /shielding-shipping-waste-management @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","897","should expose a stable required-field contract on the primary contact form @regression @forms @critical","chromium","2026-04-29","passed","2026-04-29","Contact form live integration","regression/forms/contact-form-live-integration.spec.ts","",""
"","3928","should satisfy baseline accessibility checks on home @regression @content","chromium","2026-04-29","passed","2026-04-29","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","1474","should enforce required-field validation on contact form @regression @forms @critical","chromium","2026-04-29","passed","2026-04-29","Contact form","regression/forms/contact-form.spec.ts","",""
"","2956","route contract should hold for /management-platform @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","3047","should expose canonical and social metadata on about-us @regression","chromium","2026-04-29","failed","2026-04-29","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","9207","should navigate through header links from hospitals-clinical-sites @regression @navigation @critical","chromium","2026-04-29","passed","2026-04-29","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","3320","route contract should hold for /safe-isotope-shipping-class-7-transport @regression @navigation","chromium","2026-04-29","passed","2026-04-29","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
