"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","357","route contract should hold for /solutions @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","840","should load isotope producers radiopharmacies page with correct title and heading @smoke @regression @critical","chromium","2026-09-09","failed","2026-09-09","","regression/pages/isotope-producers-radiopharmacies.page.spec.ts","",""
"","357","route contract should hold for /health-physics-radiation-protection @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","10909","should reject invalid email format before submission @regression @forms","chromium","2026-09-09","failed","2026-09-09","Contact form","regression/forms/contact-form.spec.ts","",""
"","11539","should navigate through header links from solutions @regression @navigation @critical","chromium","2026-09-09","failed","2026-09-09","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","11457","should navigate through header links from drug-owners-developers @regression @navigation @critical","chromium","2026-09-09","failed","2026-09-09","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","11519","should expose canonical and social metadata on hospitals-clinical-sites @regression","chromium","2026-09-09","failed","2026-09-09","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","11443","should navigate through header links from contact-us @regression @navigation @critical","chromium","2026-09-09","failed","2026-09-09","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","436","staging root is reachable","chromium","2026-09-09","passed","2026-09-09","Smoke checks @allure.label.epic:Platform @allure.label.feature:Smoke","smoke/home.smoke.spec.ts","",""
"","10931","should keep identity fields isolated while users fill contact data @regression @forms","chromium","2026-09-09","failed","2026-09-09","Contact form live integration","regression/forms/contact-form-live-integration.spec.ts","",""
"","821","should load contact us page with correct title and heading @smoke @regression @critical","chromium","2026-09-09","failed","2026-09-09","","regression/pages/contact-us.page.spec.ts","",""
"","361","route contract should hold for /contact-us @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11035","should enforce required-field validation on contact form @regression @forms @critical","chromium","2026-09-09","failed","2026-09-09","Contact form","regression/forms/contact-form.spec.ts","",""
"","720","should load every image on about-us after scroll @regression @content @critical","chromium","2026-09-09","passed","2026-09-09","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","767","should load every image on hospitals-clinical-sites after scroll @regression @content @critical","chromium","2026-09-09","passed","2026-09-09","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","11521","should satisfy baseline accessibility checks on drug-owners-developers @regression @content","chromium","2026-09-09","failed","2026-09-09","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","12030","should navigate through footer links from contact-us @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","345","route contract should hold for /connected-ecosystem @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11000","should expose a stable required-field contract on the primary contact form @regression @forms @critical","chromium","2026-09-09","failed","2026-09-09","Contact form live integration","regression/forms/contact-form-live-integration.spec.ts","",""
"","357","route contract should hold for /dose-preparation-delivery @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11954","should navigate through footer links from solutions @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","845","should load drug owners developers page with correct title and heading @smoke @regression @critical","chromium","2026-09-09","failed","2026-09-09","","regression/pages/drug-owners-developers.page.spec.ts","",""
"","830","should expose external links with secure new-tab attributes @regression @navigation","chromium","2026-09-09","passed","2026-09-09","External link integrity","regression/links/external-link-integrity.spec.ts","",""
"","11547","should resolve known anchor links without broken targets @regression","chromium","2026-09-09","failed","2026-09-09","Internal link integrity","regression/links/internal-link-integrity.spec.ts","",""
"","751","should load every image on solutions after scroll @regression @content @critical","chromium","2026-09-09","passed","2026-09-09","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","11965","should navigate through footer links from about-us @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","333","route contract should hold for /management-platform @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11475","should navigate through header links from isotope-producers-radiopharmacies @regression @navigation @critical","chromium","2026-09-09","failed","2026-09-09","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","12052","should navigate through footer links from hospitals-clinical-sites @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","381","route contract should hold for / @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11499","should expose canonical and social metadata on drug-owners-developers @regression","chromium","2026-09-09","failed","2026-09-09","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","367","route contract should hold for /hospitals-clinical-sites @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","342","route contract should hold for /transparency-data-visibility-platforms @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11508","should satisfy baseline accessibility checks on contact-us @regression @content","chromium","2026-09-09","failed","2026-09-09","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","11525","should expose canonical and social metadata on home @regression","chromium","2026-09-09","failed","2026-09-09","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","341","route contract should hold for /radiation-shielding-safety-systems @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","845","should load home page with correct title and heading @smoke @regression @critical","chromium","2026-09-09","failed","2026-09-09","","regression/pages/home.page.spec.ts","",""
"","351","route contract should hold for /about-us @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11429","should navigate through header links from hospitals-clinical-sites @regression @navigation @critical","chromium","2026-09-09","failed","2026-09-09","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","738","should load every image on drug-owners-developers after scroll @regression @content @critical","chromium","2026-09-09","passed","2026-09-09","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","355","route contract should hold for /radiation-monitoring-and-dosimetry @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","790","should load every image on home after scroll @regression @content @critical","chromium","2026-09-09","passed","2026-09-09","Image content integrity > audited pages","regression/content/image-integrity.spec.ts","",""
"","299","should resolve every discovered internal route without 4xx/5xx @regression @critical","chromium","2026-09-09","failed","2026-09-09","Internal link integrity","regression/links/internal-link-integrity.spec.ts","",""
"","11533","should navigate through header links from about-us @regression @navigation @critical","chromium","2026-09-09","failed","2026-09-09","Header navigation","regression/navigation/header-navigation.spec.ts","",""
"","12033","should navigate through footer links from drug-owners-developers @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","11629","should satisfy baseline accessibility checks on about-us @regression @content","chromium","2026-09-09","failed","2026-09-09","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","335","route contract should hold for /manufacturing-compliance @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","10976","should submit contact form through mocked endpoint @regression @forms @critical","chromium","2026-09-09","failed","2026-09-09","Contact form","regression/forms/contact-form.spec.ts","",""
"","344","route contract should hold for /isotope-producers-radiopharmacies @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","12068","should navigate through footer links from isotope-producers-radiopharmacies @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Footer navigation","regression/navigation/footer-navigation.spec.ts","",""
"","821","desktop header solutions menu should expose all persona destinations @regression @critical @navigation","chromium","2026-09-09","failed","2026-09-09","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
"","368","route contract should hold for /precise-assays-and-calibration @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","367","route contract should hold for /shielding-shipping-waste-management @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11509","should expose canonical and social metadata on about-us @regression","chromium","2026-09-09","failed","2026-09-09","SEO metadata > audited pages","regression/seo-meta/metadata.spec.ts","",""
"","361","route contract should hold for /lab-equipment-accessories @regression @navigation","chromium","2026-09-09","failed","2026-09-09","Route depth coverage","regression/critical-paths/route-depth.spec.ts","",""
"","11514","should satisfy baseline accessibility checks on hospitals-clinical-sites @regression @content","chromium","2026-09-09","failed","2026-09-09","Accessibility basics > semantic contracts","regression/content/accessibility-basics.spec.ts","",""
"","11460","home CTA should route users to solutions hub @regression @critical @navigation","chromium","2026-09-09","failed","2026-09-09","Solutions critical funnel","regression/critical-paths/solutions-critical-funnel.spec.ts","",""
"","11014","should not emit invalid captcha key errors when attempting consultation submission @regression @forms @critical","chromium","2026-09-09","failed","2026-09-09","Contact form live integration","regression/forms/contact-form-live-integration.spec.ts","",""
